sensor_id,09/01/2013,09/02/2013,09/03/2013,09/04/2013,09/05/2013,09/06/2013,09/07/2013,09/08/2013,09/09/2013,09/10/2013,09/11/2013,09/12/2013,09/13/2013,09/14/2013,09/15/2013,09/16/2013,09/17/2013,09/18/2013,09/19/2013,09/20/2013,09/21/2013,09/22/2013,09/23/2013,09/24/2013,09/25/2013,09/26/2013,09/27/2013,09/28/2013,09/29/2013,09/30/2013,
0,108.000000,97.666667,202.333333,201.666667,209.000000,213.000000,153.666667,115.333333,197.000000,207.666667,221.000000,114.000000,nan,160.666667,113.666667,194.666667,203.333333,194.333333,194.333333,213.000000,160.000000,108.000000,208.333333,194.333333,207.666667,208.333333,209.000000,155.333333,112.333333,2.333333,
1,638.333333,506.333333,1329.333333,1387.333333,1364.000000,1352.333333,928.333333,608.000000,1312.000000,1380.666667,1384.000000,1387.000000,1367.333333,942.666667,615.333333,1376.666667,1357.000000,1387.333333,1381.000000,1361.000000,939.333333,617.333333,1341.333333,1418.000000,1384.000000,1198.000000,1427.666667,955.333333,540.333333,1377.000000,
2,3253.333333,2663.333333,5568.000000,5536.333333,5535.666667,5500.000000,4490.666667,3147.333333,5307.666667,5492.000000,5570.333333,5571.666667,5557.000000,4255.666667,3048.666667,5354.666667,5395.000000,5526.666667,4576.000000,5447.666667,4589.333333,3085.333333,5194.000000,5542.000000,5521.000000,6244.333333,5757.666667,4686.000000,3133.000000,5981.666667,
3,2704.000000,2189.666667,3248.666667,3243.333333,3391.333333,3370.000000,3417.666667,2492.333333,3230.666667,3305.333333,3314.666667,3333.333333,3434.000000,3282.000000,2439.000000,3230.666667,3173.333333,3278.000000,2763.666667,3423.333333,3452.000000,2514.000000,3188.666667,3245.333333,3252.000000,3409.000000,3416.666667,3523.000000,2495.333333,3320.000000,
4,2885.000000,2394.000000,5520.333333,5230.333333,5426.333333,5482.333333,3887.333333,2968.000000,5173.333333,5697.333333,5444.333333,5502.666667,5411.333333,4310.000000,3014.333333,5333.666667,5184.333333,5474.000000,5388.666667,5400.666667,4482.666667,2974.000000,4905.000000,5427.333333,4721.000000,5251.666667,5484.666667,4120.000000,2943.666667,5266.333333,
5,2879.333333,2421.666667,3733.666667,3659.666667,3949.333333,3811.666667,3803.666667,2757.000000,3759.333333,3764.666667,3695.333333,3802.333333,4013.333333,3537.333333,2698.000000,3779.333333,3681.000000,3698.000000,3304.000000,3816.333333,3822.333333,2676.666667,3675.333333,3683.666667,3712.000000,4001.333333,3844.333333,3886.666667,2702.333333,3819.666667,
6,49.666667,31.666667,189.666667,209.333333,192.333333,187.000000,69.000000,52.666667,190.333333,203.000000,209.333333,196.666667,191.000000,74.333333,46.666667,196.000000,201.333333,193.333333,189.666667,177.666667,81.333333,48.666667,194.000000,189.333333,199.333333,188.000000,191.000000,79.333333,59.666667,199.000000,
7,3856.666667,3265.333333,4815.000000,4884.000000,5160.333333,4997.000000,4933.333333,3652.333333,4659.666667,4741.666667,4861.666667,4915.000000,5119.333333,4771.666667,3516.000000,4868.000000,4545.666667,4857.000000,4292.000000,4872.000000,4706.666667,3673.333333,4752.000000,4907.333333,4865.333333,5015.666667,5114.666667,4820.000000,3671.333333,4768.666667,
8,3787.000000,3215.666667,7419.333333,7122.666667,7266.666667,7359.666667,4923.666667,3903.666667,7048.666667,7615.333333,7307.666667,7404.666667,7234.000000,5484.000000,3897.666667,7105.666667,7160.333333,7355.666667,7328.333333,7365.333333,5715.333333,3868.000000,6787.000000,7335.000000,6692.000000,7375.666667,7410.333333,5368.333333,3839.666667,7383.000000,
9,130.000000,108.333333,539.333333,484.666667,473.666667,483.000000,199.666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,641.000000,613.000000,638.333333,587.333333,280.666667,177.666667,623.333333,636.333333,639.000000,644.333333,608.000000,270.666667,182.000000,643.000000,
10,131.333333,112.333333,244.666667,235.333333,244.666667,231.000000,172.000000,120.333333,225.333333,234.333333,239.333333,221.666667,237.000000,157.000000,117.666667,221.333333,253.000000,256.333333,258.666667,257.333333,175.666667,122.333333,211.333333,220.333333,220.666667,221.333333,240.000000,159.000000,116.000000,231.000000,
11,3936.333333,3333.666667,6674.666667,6542.000000,6699.000000,6775.000000,4948.666667,4015.666667,6454.333333,6924.666667,6749.666667,6794.666667,6740.000000,5639.666667,3994.666667,6457.333333,6610.333333,6841.333333,6834.000000,6967.333333,5897.000000,3984.333333,6216.666667,6761.333333,5992.666667,6867.333333,6920.000000,5532.666667,3962.000000,6798.333333,
12,3646.333333,3009.666667,4683.333333,4708.333333,4981.333333,4878.333333,4751.000000,3428.333333,4675.666667,4739.000000,4722.000000,4840.666667,4959.000000,4612.000000,3328.000000,4714.666667,4568.000000,4751.000000,4398.000000,4953.333333,4781.333333,3506.666667,4631.666667,4757.000000,4718.333333,4945.000000,4989.000000,4862.666667,3499.666667,4803.333333,
13,85.666667,78.000000,185.666667,211.000000,215.666667,201.666667,152.666667,95.000000,194.000000,202.666667,199.333333,162.333333,228.000000,117.333333,106.666667,198.000000,160.333333,166.666667,181.333333,205.666667,136.666667,97.000000,196.666667,209.333333,191.000000,193.333333,202.333333,142.333333,115.000000,196.666667,
14,221.000000,175.000000,499.333333,507.666667,502.000000,500.666667,353.333333,228.666667,516.000000,531.666667,519.333333,476.666667,499.333333,319.333333,218.333333,496.333333,503.000000,514.666667,510.666667,512.333333,321.000000,229.666667,484.000000,494.000000,519.333333,499.333333,506.333333,325.000000,213.333333,488.666667,
15,88.666667,83.666667,189.000000,206.666667,210.666667,192.000000,142.000000,94.666667,176.333333,164.000000,197.666667,173.000000,118.333333,130.333333,103.000000,187.333333,168.666667,161.666667,167.333333,167.666667,125.000000,83.666667,189.000000,188.333333,189.000000,186.333333,182.666667,127.333333,88.666667,176.666667,
16,139.000000,121.333333,305.333333,304.000000,296.333333,289.000000,191.333333,126.333333,290.000000,296.666667,283.666667,281.000000,296.666667,179.666667,133.000000,289.333333,283.333333,280.666667,285.333333,265.333333,178.000000,137.000000,288.666667,288.000000,283.666667,296.666667,281.000000,187.333333,145.000000,289.000000,
17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
18,115.000000,95.000000,357.666667,381.000000,357.666667,365.666667,203.666667,123.000000,343.333333,363.666667,360.333333,362.666667,385.333333,197.333333,135.333333,362.666667,365.000000,347.333333,353.000000,350.000000,207.000000,148.666667,387.000000,366.333333,379.000000,377.000000,358.333333,210.000000,134.333333,362.333333,
19,180.000000,151.333333,287.333333,304.000000,317.000000,298.666667,245.666667,196.000000,298.333333,302.333333,324.000000,285.000000,315.000000,270.666667,205.333333,284.666667,303.000000,295.333333,308.000000,324.000000,271.333333,191.666667,294.000000,311.333333,331.666667,326.000000,329.333333,288.000000,190.333333,318.666667,
20,201.000000,173.333333,324.666667,338.000000,309.333333,335.333333,251.000000,208.666667,314.000000,332.333333,334.000000,312.333333,330.333333,269.333333,200.666667,332.666667,314.000000,333.666667,317.333333,322.333333,269.000000,205.666667,304.000000,327.333333,297.333333,332.333333,332.000000,271.666667,199.333333,331.333333,
21,3903.666667,3246.333333,5805.000000,5340.666667,5649.333333,5737.333333,4548.333333,4167.666667,5534.666667,5855.333333,5873.000000,5902.333333,5959.000000,5562.000000,4102.666667,5367.333333,5713.666667,5852.000000,6118.666667,6330.000000,5770.333333,4068.333333,5243.333333,5895.333333,4879.666667,5842.666667,6186.666667,5495.000000,4034.666667,5922.000000,
22,164.000000,145.000000,342.666667,352.333333,346.000000,349.333333,239.666667,147.333333,332.000000,336.666667,350.333333,327.000000,329.333333,219.000000,166.333333,319.333333,330.666667,351.666667,340.333333,340.666667,220.666667,172.666667,335.000000,337.666667,337.666667,337.666667,338.666667,222.333333,169.666667,343.666667,
23,115.000000,94.000000,239.666667,229.666667,230.666667,239.333333,146.000000,117.666667,223.333333,241.333333,254.333333,228.333333,234.666667,154.000000,118.333333,234.000000,221.666667,233.333333,235.666667,221.000000,144.333333,116.000000,222.000000,229.000000,214.333333,232.000000,239.333333,162.666667,111.000000,220.333333,
24,124.666667,100.666667,256.333333,266.333333,266.000000,260.666667,179.666667,115.666667,229.000000,234.666667,241.000000,252.666667,276.666667,173.333333,121.666667,238.666667,251.666667,200.000000,243.000000,246.666667,175.666667,90.666667,217.666667,241.000000,242.666667,256.666667,204.666667,159.333333,122.333333,235.000000,
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,193.666667,nan,nan,nan,nan,nan,nan,nan,
26,137.000000,121.000000,271.333333,248.000000,254.666667,255.333333,190.333333,142.666667,252.333333,223.333333,258.666667,221.333333,236.000000,165.666667,120.000000,218.333333,225.000000,229.000000,226.666667,235.333333,171.000000,120.333333,227.666667,221.000000,228.666667,238.666667,237.333333,191.000000,134.666667,245.000000,
27,171.666667,150.000000,269.000000,268.666667,264.666667,263.000000,214.000000,175.000000,252.333333,222.000000,268.333333,208.666667,219.333333,201.333333,152.666667,221.000000,215.666667,230.333333,213.000000,230.000000,nan,nan,nan,nan,nan,225.333333,219.666667,216.333333,166.333333,249.000000,
28,122.666667,113.333333,256.000000,247.000000,247.000000,242.333333,181.666667,128.333333,232.333333,228.666667,244.666667,241.333333,239.333333,179.000000,135.333333,238.333333,229.333333,267.333333,233.666667,230.333333,154.666667,118.000000,222.333333,239.666667,236.000000,248.000000,236.333333,166.333333,125.666667,237.666667,
29,nan,100.333333,185.000000,192.666667,196.666667,nan,nan,nan,nan,nan,235.000000,192.000000,207.000000,186.333333,130.000000,190.333333,197.666667,198.666667,177.333333,208.333333,nan,nan,nan,nan,nan,201.666667,205.000000,181.666667,129.000000,202.000000,
30,91.666667,76.333333,182.666667,203.000000,197.666667,194.000000,122.000000,88.333333,188.333333,200.000000,135.333333,189.666667,176.666667,125.666667,93.000000,201.000000,196.666667,198.666667,216.000000,233.000000,138.333333,95.000000,197.333333,205.666667,205.333333,215.000000,208.333333,133.666667,95.333333,208.666667,
31,216.666667,170.666667,295.333333,283.666667,312.000000,305.666667,248.666667,216.000000,290.000000,307.666667,301.666667,288.333333,341.000000,311.666667,239.666667,307.666667,291.333333,309.000000,319.333333,347.666667,nan,nan,nan,nan,nan,341.666667,340.666667,285.666667,218.333333,321.333333,
32,115.000000,102.000000,207.000000,230.666667,227.333333,234.333333,179.666667,136.333333,231.000000,228.666667,92.000000,182.000000,207.333333,154.000000,113.333333,202.666667,198.333333,201.666667,214.333333,210.000000,166.333333,100.000000,141.666667,204.666667,206.666667,204.333333,226.666667,169.666667,118.000000,218.333333,
33,63.000000,49.666667,117.333333,115.666667,108.333333,114.666667,100.333333,71.333333,111.333333,103.000000,66.666667,100.666667,106.333333,96.333333,72.333333,100.333333,124.666667,105.666667,115.666667,105.666667,nan,nan,nan,nan,nan,118.333333,123.333333,95.666667,71.333333,110.000000,
34,91.000000,67.333333,182.666667,196.000000,209.333333,217.333333,127.000000,87.666667,205.666667,224.000000,304.666667,222.666667,239.333333,135.333333,89.000000,199.333333,238.000000,236.666667,248.000000,254.000000,157.666667,93.333333,228.333333,212.333333,228.333333,263.000000,237.333333,141.000000,103.333333,211.666667,
35,242.666667,197.000000,291.666667,305.666667,313.000000,323.000000,332.666667,262.333333,294.333333,309.000000,349.000000,290.000000,330.666667,358.333333,271.666667,183.000000,264.666667,307.333333,315.000000,315.333333,nan,nan,nan,nan,nan,317.000000,322.000000,351.666667,247.000000,291.333333,
36,277.666667,213.666667,342.333333,315.333333,322.000000,341.000000,343.333333,276.333333,324.000000,339.333333,369.333333,318.000000,370.000000,394.333333,313.666667,196.000000,288.333333,339.333333,330.666667,319.000000,nan,nan,nan,nan,nan,343.000000,378.333333,380.666667,284.333333,329.000000,
37,132.666667,118.333333,323.000000,349.666667,331.000000,335.333333,197.000000,144.000000,333.666667,363.666667,388.333333,327.000000,323.000000,210.333333,131.666667,329.666667,343.333333,366.333333,347.333333,342.000000,198.666667,130.333333,317.333333,308.000000,360.000000,363.333333,367.000000,203.333333,136.000000,332.000000,
38,141.333333,105.666667,216.333333,201.000000,214.666667,215.333333,211.666667,152.333333,193.333333,224.333333,234.000000,184.000000,211.333333,207.000000,132.333333,82.000000,192.666667,221.000000,221.666667,194.000000,nan,nan,nan,nan,nan,220.000000,231.333333,220.000000,148.666667,205.666667,
39,88.000000,57.666667,182.666667,184.000000,204.333333,185.666667,125.000000,72.333333,181.666667,188.666667,196.666667,175.000000,195.666667,126.000000,76.000000,194.333333,191.666667,182.666667,209.666667,192.000000,125.000000,82.000000,184.666667,197.666667,198.666667,213.000000,212.333333,125.666667,81.333333,208.333333,
40,26.000000,23.333333,105.333333,99.000000,112.000000,120.666667,38.000000,26.666667,93.333333,104.333333,99.666667,84.666667,102.666667,47.000000,22.666667,51.000000,84.666667,nan,nan,nan,nan,nan,nan,nan,nan,94.000000,97.333333,47.333333,30.000000,99.333333,
41,515.333333,400.666667,672.666667,669.333333,677.666667,696.666667,708.333333,528.666667,689.333333,676.333333,713.000000,656.000000,707.000000,715.333333,564.666667,666.333333,676.000000,713.666667,720.333333,736.333333,703.666667,512.333333,688.666667,681.666667,663.333333,699.666667,698.000000,695.666667,545.000000,672.666667,
42,2952.000000,2583.666667,4041.000000,4121.666667,4220.333333,4119.666667,3673.333333,2843.666667,3941.666667,4105.000000,4103.333333,4351.666667,4135.000000,3652.000000,2797.000000,3915.333333,3954.666667,4033.666667,3975.666667,4116.666667,3483.333333,2700.666667,3744.000000,3747.666667,3833.333333,4209.333333,4083.666667,3663.333333,2899.333333,4082.333333,
43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
44,263.000000,209.666667,497.333333,504.666667,514.000000,496.666667,362.000000,253.333333,490.000000,494.000000,498.000000,475.333333,501.666667,351.000000,246.666667,305.500000,445.000000,490.666667,510.666667,404.333333,nan,nan,nan,nan,nan,519.333333,532.000000,372.000000,245.666667,500.333333,
45,227.333333,176.333333,360.333333,314.000000,324.000000,346.333333,310.000000,207.666667,348.333333,377.666667,380.666667,335.333333,322.333333,336.333333,224.000000,312.666667,362.666667,375.666667,363.333333,373.000000,360.000000,215.666667,318.666667,353.333333,319.333333,382.666667,332.333333,306.333333,228.666667,354.000000,
46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
47,190.666667,143.666667,337.666667,319.000000,334.666667,331.333333,244.333333,169.333333,342.000000,334.000000,326.000000,317.666667,317.000000,323.666667,232.666667,296.666667,351.000000,310.000000,347.333333,301.333333,249.333333,179.000000,318.666667,331.666667,324.333333,334.000000,322.000000,321.000000,236.333333,315.333333,
48,97.666667,91.000000,223.333333,227.666667,233.666667,217.666667,169.666667,108.666667,231.666667,229.666667,214.333333,220.333333,229.666667,201.333333,113.000000,144.500000,202.000000,223.333333,226.000000,199.000000,nan,nan,nan,nan,nan,230.333333,239.666667,197.333333,103.333333,235.666667,
49,263.000000,232.333333,472.666667,470.333333,497.333333,509.666667,406.666667,258.666667,477.333333,488.333333,485.333333,457.000000,515.666667,690.666667,407.333333,324.500000,421.666667,508.000000,509.333333,429.000000,nan,nan,nan,nan,nan,481.000000,504.000000,652.000000,430.333333,506.000000,
50,132.000000,127.000000,260.333333,266.000000,263.666667,263.000000,230.666667,130.333333,257.333333,253.333333,262.333333,234.666667,275.333333,405.000000,239.333333,161.000000,226.333333,258.000000,252.000000,226.666667,nan,nan,nan,nan,nan,264.666667,273.000000,377.666667,253.333333,261.666667,
51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
56,320.000000,284.000000,661.000000,675.333333,672.666667,679.000000,479.333333,306.000000,658.333333,653.000000,669.000000,648.333333,679.666667,555.000000,340.000000,665.666667,656.333333,662.000000,677.333333,643.666667,472.000000,331.333333,656.666667,655.000000,682.666667,688.000000,686.333333,533.333333,353.333333,654.333333,
57,278.333333,230.666667,533.000000,555.666667,535.333333,525.333333,419.666667,269.666667,510.000000,543.666667,536.333333,521.000000,516.333333,388.666667,272.000000,512.333333,544.333333,535.333333,524.333333,508.666667,402.666667,258.666667,529.000000,537.000000,556.666667,528.333333,508.000000,389.666667,290.000000,535.333333,
58,2543.333333,2069.666667,3721.000000,3835.666667,4047.666667,4019.666667,3573.000000,2388.000000,3722.333333,3870.666667,3975.666667,3982.000000,4184.333333,3851.333333,2499.000000,3780.666667,3718.333333,3970.000000,3968.666667,4144.333333,3708.333333,2398.000000,4885.333333,3930.333333,3930.000000,3911.666667,4165.333333,3990.333333,2389.666667,4069.333333,
59,2038.333333,1665.333333,2529.666667,2528.666667,2725.666667,2839.333333,2806.666667,1936.666667,2546.333333,2530.000000,2655.000000,2243.333333,2251.000000,3021.666667,1991.666667,2619.666667,2523.333333,2621.000000,2687.000000,2823.666667,2959.666667,1972.666667,2644.333333,2652.333333,2661.666667,2648.333333,2913.000000,3178.000000,2005.333333,2613.000000,
60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
62,4151.333333,3259.666667,4722.333333,4694.666667,5763.333333,6192.000000,4403.333333,4360.333333,5282.666667,6191.000000,5088.333333,6129.333333,6084.333333,4337.333333,3335.000000,4980.000000,5196.000000,4868.000000,5851.666667,5568.000000,4820.666667,3264.666667,5956.333333,5836.000000,6047.666667,6153.000000,5344.333333,4615.333333,4287.000000,5073.333333,
63,186.333333,741.000000,285.666667,303.000000,291.666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
64,127.666667,103.666667,310.000000,305.000000,316.333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
65,193.666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
66,298.000000,262.333333,609.000000,628.666667,600.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
67,4279.333333,3601.000000,6870.666667,6860.333333,7099.333333,7001.333333,5628.333333,3941.000000,6645.333333,5570.666667,7180.666667,7057.666667,6925.666667,4906.333333,3307.666667,6702.333333,6864.666667,6785.666667,6973.666667,6953.000000,5581.333333,4156.666667,6810.333333,6970.000000,7031.000000,7548.333333,7357.666667,5278.666667,3496.333333,7240.666667,
68,3248.333333,2761.000000,5595.000000,5708.000000,6552.333333,5850.000000,4954.333333,3426.666667,6139.000000,5676.333333,5955.666667,5919.666667,6320.666667,5157.666667,3449.000000,5876.333333,5878.000000,5980.000000,6082.666667,6265.333333,5702.666667,3396.000000,5796.333333,5697.333333,5751.333333,6278.000000,5929.000000,5371.000000,3493.333333,5182.333333,
69,223.666667,175.000000,302.000000,320.333333,312.000000,329.666667,318.000000,234.666667,322.666667,381.333333,316.333333,283.000000,330.666667,335.333333,228.333333,289.000000,297.333333,298.000000,292.666667,337.666667,335.333333,229.000000,284.000000,302.666667,302.666667,297.666667,328.333333,329.666667,216.333333,305.333333,
70,167.000000,134.000000,337.333333,353.000000,356.666667,340.666667,250.333333,145.000000,343.000000,359.333333,346.333333,328.000000,339.000000,233.666667,155.000000,367.666667,354.333333,329.666667,351.666667,352.333333,244.333333,157.666667,345.333333,345.666667,370.333333,369.333333,374.333333,250.000000,158.000000,357.000000,
71,241.000000,175.000000,326.666667,339.666667,359.666667,342.000000,355.000000,244.333333,341.000000,239.333333,323.333333,326.000000,358.333333,359.666667,258.666667,321.000000,312.333333,327.666667,311.333333,353.000000,355.666667,254.666667,315.000000,317.000000,319.000000,322.333333,364.000000,367.000000,258.333333,301.666667,
72,248.333333,216.333333,494.333333,501.333333,520.333333,511.666667,324.666667,248.000000,474.666667,463.000000,505.333333,436.666667,490.666667,346.666667,271.666667,488.666667,495.666667,440.000000,513.000000,510.666667,369.333333,275.666667,484.666667,493.000000,478.333333,530.000000,517.666667,377.666667,272.000000,482.666667,
73,1110.666667,nan,497.666667,1291.666667,1359.666667,986.000000,730.666667,690.000000,272.333333,nan,255.333333,240.666667,286.333333,269.333333,784.333333,411.666667,232.000000,nan,258.333333,nan,279.333333,155.000000,243.333333,243.333333,nan,271.666667,269.000000,253.333333,nan,nan,
74,53.000000,45.333333,117.666667,123.333333,132.666667,128.666667,98.666667,59.666667,129.333333,118.333333,128.000000,114.333333,134.333333,101.333333,59.666667,127.000000,117.666667,117.666667,124.333333,127.000000,92.666667,67.666667,115.333333,118.666667,111.000000,119.333333,134.000000,84.000000,67.333333,116.666667,
75,188.000000,146.000000,345.333333,372.666667,383.333333,390.666667,256.666667,194.333333,357.000000,386.333333,400.000000,364.333333,406.000000,255.333333,170.333333,372.333333,372.333333,408.666667,375.333333,401.000000,276.666667,191.000000,379.000000,370.333333,372.333333,418.000000,397.666667,251.666667,172.000000,374.666667,
76,125.000000,117.333333,216.666667,237.333333,241.000000,224.333333,205.333333,138.666667,236.000000,218.666667,215.333333,220.000000,232.333333,199.000000,128.666667,216.333333,215.666667,215.666667,205.000000,234.000000,204.000000,133.333333,198.000000,224.666667,216.333333,201.000000,231.000000,194.000000,126.000000,211.333333,
77,71.000000,51.333333,136.000000,126.333333,146.000000,137.000000,89.666667,67.000000,134.333333,136.666667,128.333333,125.666667,120.000000,86.666667,60.000000,122.000000,137.333333,111.666667,116.000000,117.333333,98.333333,64.666667,120.000000,118.333333,119.666667,130.333333,130.333333,100.333333,66.333333,102.000000,
78,137.333333,126.333333,273.000000,277.333333,291.666667,278.000000,204.666667,125.333333,267.333333,262.333333,275.666667,246.333333,278.333333,189.333333,139.666667,251.000000,166.000000,nan,266.000000,284.000000,208.000000,140.333333,249.666667,273.666667,274.000000,299.000000,301.000000,205.333333,133.666667,291.666667,
79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
80,119.666667,91.000000,230.000000,240.333333,253.333333,244.333333,173.000000,110.000000,248.333333,226.000000,238.666667,232.000000,235.333333,187.333333,126.666667,228.333333,220.000000,222.333333,225.666667,229.333333,187.000000,138.333333,227.666667,236.000000,239.000000,278.000000,277.000000,177.333333,131.666667,254.000000,
81,38.666667,33.666667,106.000000,91.666667,99.000000,96.666667,59.666667,27.666667,135.000000,101.000000,93.666667,98.666667,80.000000,56.666667,32.000000,83.000000,95.666667,86.333333,83.333333,76.000000,57.666667,37.333333,76.000000,89.666667,82.333333,79.666667,74.000000,53.333333,38.666667,80.000000,
82,19.000000,14.333333,39.333333,37.666667,35.333333,35.333333,23.000000,17.333333,41.333333,39.333333,37.666667,42.333333,36.666667,29.000000,19.333333,39.333333,42.000000,40.666667,32.000000,37.666667,35.666667,22.666667,40.000000,43.666667,43.000000,42.666667,42.000000,29.666667,28.000000,42.333333,
83,14.666667,16.666667,31.666667,33.666667,33.333333,33.666667,20.333333,22.000000,35.666667,26.000000,30.333333,30.666667,33.333333,17.666667,18.333333,28.666667,23.333333,31.333333,32.000000,32.000000,32.333333,17.666667,29.666667,29.333333,31.000000,37.333333,28.666667,20.666667,17.333333,28.333333,
84,46.666667,28.666667,99.000000,120.000000,99.333333,101.000000,65.666667,39.333333,98.333333,109.000000,102.666667,96.666667,100.000000,52.000000,46.666667,96.000000,100.666667,102.666667,96.666667,88.666667,54.666667,43.000000,97.000000,99.666667,104.666667,106.333333,104.000000,62.666667,40.333333,101.000000,
85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
86,49.000000,51.666667,130.000000,126.666667,119.666667,114.000000,81.000000,56.333333,127.666667,133.333333,117.666667,145.666667,nan,nan,nan,nan,nan,nan,114.333333,110.000000,72.000000,63.666667,119.666667,122.000000,122.666667,184.666667,164.666667,76.333333,49.333333,194.666667,
87,2896.666667,2530.666667,5617.000000,5602.333333,5894.000000,5729.333333,4449.000000,3095.000000,5530.333333,5620.666667,5447.333333,5555.333333,6241.000000,4708.000000,3131.333333,5903.000000,6143.666667,6041.333333,5708.000000,5628.666667,5040.000000,2997.000000,5509.666667,5507.000000,5514.666667,5939.333333,5800.666667,4539.333333,3037.000000,5494.333333,
88,3444.333333,3087.000000,6099.333333,6030.333333,6396.333333,6329.666667,5003.000000,3611.333333,6020.000000,6055.000000,5978.000000,5980.000000,6626.333333,4888.666667,3248.666667,6232.000000,6228.333333,6289.333333,6228.333333,6209.000000,5562.666667,3535.333333,6041.666667,5926.000000,6031.333333,6531.000000,6418.666667,5124.000000,3545.666667,6131.333333,
89,3134.000000,2823.000000,5592.333333,5573.333333,5641.666667,5534.666667,4574.333333,3254.666667,5543.666667,5539.333333,5454.000000,5439.000000,5881.000000,4458.333333,2995.333333,5632.666667,5751.333333,5694.666667,5649.666667,5671.333333,5039.333333,3207.000000,5496.333333,5394.333333,5480.666667,5939.666667,6067.666667,4837.666667,3236.666667,5730.333333,
90,8.000000,8.333333,87.666667,57.666667,82.333333,42.000000,19.000000,10.666667,54.666667,66.666667,25.333333,40.000000,nan,nan,nan,nan,nan,nan,33.666667,36.666667,17.666667,16.333333,37.333333,64.333333,44.666667,98.000000,97.333333,46.000000,14.666667,89.666667,
91,2910.000000,2659.666667,5181.000000,5287.333333,5305.000000,5299.666667,4016.000000,2866.000000,5095.000000,5215.666667,5264.666667,5267.666667,5196.000000,3768.000000,2513.000000,4658.666667,4920.000000,5394.000000,5298.666667,5439.666667,4167.333333,2791.666667,5132.666667,5242.000000,5364.333333,5390.666667,4919.666667,3916.333333,3127.666667,4763.000000,
92,205.000000,151.333333,363.000000,359.333333,363.666667,369.000000,277.000000,204.000000,375.666667,348.000000,353.000000,348.333333,nan,nan,nan,nan,nan,347.333333,367.333333,351.000000,274.000000,199.333333,332.666667,357.333333,362.333333,412.000000,398.000000,299.333333,203.000000,nan,
93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
