sensor_id,09/01/2013,09/02/2013,09/03/2013,09/04/2013,09/05/2013,09/06/2013,09/07/2013,09/08/2013,09/09/2013,09/10/2013,09/11/2013,09/12/2013,09/13/2013,09/14/2013,09/15/2013,09/16/2013,09/17/2013,09/18/2013,09/19/2013,09/20/2013,09/21/2013,09/22/2013,09/23/2013,09/24/2013,09/25/2013,09/26/2013,09/27/2013,09/28/2013,09/29/2013,09/30/2013,
489,971.666667,728.666667,3317.666667,3495.000000,3590.666667,3559.000000,1597.333333,1128.000000,3573.333333,3477.000000,3536.000000,3449.333333,3462.000000,1457.333333,1110.000000,3405.000000,3881.000000,3600.666667,3628.666667,3446.666667,1580.666667,1074.333333,3371.333333,3637.000000,3423.666667,3693.666667,3475.000000,1538.000000,1084.333333,3573.000000,
490,3165.333333,2642.666667,5187.333333,5146.000000,5336.666667,5036.333333,4305.000000,2949.333333,5030.000000,5652.666667,5205.666667,5237.000000,5507.333333,3662.666667,2661.000000,5510.000000,4856.000000,4597.666667,5181.333333,5096.333333,4010.000000,3188.666667,5104.000000,5135.000000,5720.000000,5437.000000,5270.666667,3904.000000,2754.666667,5383.666667,
491,3373.666667,2825.666667,5122.333333,5169.333333,5385.000000,5362.333333,4254.666667,3004.666667,4969.666667,5156.000000,5121.000000,5274.666667,5343.000000,3853.000000,2663.666667,5072.000000,5096.000000,5146.666667,5261.666667,5400.000000,4309.666667,3215.333333,5125.333333,5242.666667,5336.333333,5867.000000,5817.666667,4056.000000,2746.333333,5605.333333,
492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
493,63.666667,62.333333,185.000000,172.000000,188.000000,176.666667,108.666667,62.000000,177.666667,188.333333,177.000000,176.333333,182.000000,113.000000,62.666667,184.000000,187.666667,178.000000,184.333333,184.666667,115.333333,65.333333,164.666667,186.000000,184.000000,203.333333,188.000000,110.666667,68.666667,189.666667,
494,57.000000,53.000000,106.333333,108.666667,106.666667,107.666667,102.000000,56.333333,112.333333,96.333333,104.333333,158.000000,121.666667,95.666667,55.000000,102.333333,108.000000,109.000000,122.666667,118.000000,83.000000,59.333333,133.666667,105.000000,116.333333,152.000000,148.666667,126.000000,73.666667,110.666667,
495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,573.000000,458.666667,295.000000,214.000000,520.000000,
497,193.333333,136.666667,250.000000,354.333333,473.666667,357.000000,185.333333,nan,354.666667,221.000000,nan,nan,nan,210.666667,130.333333,360.000000,379.333333,402.666667,401.333333,370.000000,208.666667,135.000000,327.000000,335.666667,397.000000,416.000000,355.666667,223.333333,167.666667,353.666667,
498,214.333333,161.666667,444.333333,519.333333,499.333333,502.000000,340.000000,nan,505.666667,497.666667,502.333333,489.000000,488.000000,358.666667,232.000000,476.666667,484.000000,504.000000,501.000000,485.666667,371.666667,224.666667,488.333333,509.333333,526.666667,542.333333,486.666667,419.666667,249.000000,498.333333,
499,286.333333,225.333333,585.333333,581.000000,600.000000,601.666667,425.333333,308.333333,564.333333,592.000000,592.000000,320.000000,nan,407.333333,296.666667,547.333333,619.666667,582.666667,586.000000,567.666667,406.333333,299.333333,558.333333,574.666667,580.666667,558.000000,565.000000,401.000000,298.666667,550.000000,
500,2490.333333,2268.000000,4199.666667,4255.000000,3731.333333,4695.333333,4149.000000,2757.000000,3881.333333,3985.000000,4301.000000,5075.000000,5161.333333,4210.000000,2720.666667,4186.666667,4352.666667,4482.666667,4363.333333,4787.666667,4095.666667,2811.333333,4312.000000,4199.333333,4180.000000,4128.666667,4849.333333,4024.333333,2674.000000,4252.333333,
501,166.333333,129.333333,281.000000,321.666667,337.000000,317.666667,238.000000,179.666667,300.333333,303.333333,338.333333,172.000000,nan,241.000000,157.666667,280.333333,315.666667,288.666667,317.666667,323.000000,245.666667,179.000000,289.000000,299.333333,275.666667,320.000000,299.666667,293.333333,166.666667,282.333333,
502,207.333333,nan,304.666667,329.000000,333.333333,347.000000,260.666667,180.666667,322.000000,339.666667,344.333333,184.000000,nan,260.333333,170.333333,348.000000,336.666667,348.000000,313.000000,330.333333,300.000000,174.333333,337.333333,350.333333,348.666667,329.666667,339.666667,332.333333,183.666667,356.000000,
503,71.666667,61.666667,125.666667,137.666667,141.333333,139.000000,104.666667,72.333333,137.000000,140.333333,130.333333,62.000000,nan,102.333333,63.666667,122.000000,144.666667,140.666667,136.333333,137.000000,104.666667,70.333333,124.000000,nan,nan,nan,nan,nan,nan,nan,
504,161.666667,149.000000,333.000000,347.666667,357.333333,361.333333,273.333333,151.666667,348.666667,348.666667,352.333333,nan,nan,261.333333,160.333333,331.000000,341.333333,337.000000,336.000000,342.666667,232.333333,159.333333,353.666667,341.000000,344.666667,381.666667,353.333333,275.333333,173.000000,361.666667,
505,114.333333,96.666667,238.000000,246.000000,239.000000,243.666667,164.000000,119.666667,228.333333,234.000000,244.333333,126.000000,nan,166.333333,114.666667,227.333333,230.666667,237.333333,222.666667,227.333333,173.333333,121.000000,211.000000,238.000000,237.333333,234.333333,242.666667,175.333333,117.333333,216.333333,
506,165.333333,98.333333,260.666667,250.333333,261.333333,233.000000,174.000000,171.333333,240.333333,241.666667,249.666667,126.000000,nan,174.333333,166.333333,231.666667,243.000000,255.666667,255.000000,242.666667,186.000000,159.666667,230.666667,247.000000,245.666667,237.333333,235.666667,165.333333,159.000000,162.666667,
507,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,
508,2957.000000,2452.666667,6035.333333,5708.666667,5905.333333,5025.666667,3589.666667,2844.000000,4780.666667,5293.666667,5143.333333,5189.333333,5030.666667,3836.333333,2900.333333,4980.333333,4714.000000,5094.000000,4919.000000,5113.000000,4000.333333,2852.333333,4625.000000,5141.666667,4473.333333,5002.000000,5214.000000,3746.000000,2866.000000,5042.000000,
509,152.333333,143.000000,273.333333,300.333333,326.666667,302.333333,244.666667,143.333333,278.666667,291.000000,298.666667,159.000000,nan,251.333333,165.333333,276.666667,291.333333,304.666667,286.333333,308.000000,236.000000,151.666667,274.666667,309.666667,300.666667,324.000000,313.333333,260.666667,154.333333,270.333333,
510,2556.000000,2156.000000,5649.666667,5817.000000,5899.666667,5756.333333,3956.333333,2579.333333,5639.666667,5894.333333,5848.000000,5756.000000,5679.333333,4047.666667,2605.666667,5542.333333,5735.000000,5807.333333,5750.666667,5647.666667,3725.000000,2525.000000,4606.000000,4753.000000,5835.000000,5894.000000,5745.000000,4059.000000,2570.333333,5953.000000,
511,3865.000000,3235.333333,5567.333333,5553.333333,5700.666667,5611.000000,4991.333333,3619.666667,5523.333333,5599.000000,5800.000000,5593.000000,5518.333333,4890.000000,3547.000000,5266.666667,5514.666667,5610.666667,5388.000000,5806.333333,5031.000000,3713.000000,5384.666667,5432.333333,5534.333333,5749.000000,5715.333333,5113.000000,3721.000000,5571.333333,
512,101.666667,86.333333,152.666667,169.333333,189.666667,174.000000,142.666667,90.666667,156.333333,176.000000,168.333333,168.666667,175.000000,163.000000,100.333333,163.666667,177.666667,183.666667,167.333333,169.666667,141.333333,98.333333,160.666667,174.333333,186.000000,169.000000,188.333333,166.333333,89.666667,163.000000,
513,111.000000,83.000000,95.333333,67.666667,95.333333,115.000000,161.000000,114.333333,105.000000,79.000000,89.666667,110.000000,95.333333,183.333333,107.333333,77.666667,86.000000,92.000000,99.333333,116.666667,128.666667,112.000000,79.666667,80.000000,90.333333,103.666667,97.666667,171.000000,115.000000,80.333333,
514,181.000000,148.000000,542.666667,726.333333,718.666667,545.333333,283.666667,214.000000,525.000000,616.333333,559.666667,547.666667,581.000000,307.333333,212.333333,491.000000,574.666667,575.000000,566.666667,538.000000,408.666667,212.000000,531.333333,573.000000,599.333333,556.333333,564.666667,284.000000,204.666667,520.666667,
515,3190.333333,2758.666667,6231.333333,6022.666667,6629.000000,6904.666667,5074.666667,3495.666667,7061.666667,6918.000000,7167.000000,6671.000000,7130.333333,5348.000000,3348.000000,6950.666667,6354.666667,7004.666667,7149.666667,6975.000000,4955.333333,3430.666667,6973.000000,6630.333333,7035.000000,7390.333333,7084.000000,5315.000000,3459.333333,6977.666667,
516,1515.000000,1167.000000,1202.333333,1648.666667,1917.000000,1738.666667,1360.666667,1045.666667,nan,nan,503.666667,578.000000,nan,nan,804.666667,980.666667,488.666667,501.666667,492.333333,504.666667,369.333333,206.666667,704.666667,nan,nan,518.666667,514.000000,565.000000,nan,nan,
517,168.000000,128.666667,381.000000,393.666667,385.666667,388.666667,239.333333,174.666667,392.666667,396.666667,382.000000,357.666667,348.666667,238.333333,177.000000,363.000000,374.000000,345.666667,355.666667,350.000000,216.000000,174.333333,349.333333,368.000000,349.000000,428.666667,383.000000,240.666667,166.666667,371.000000,
518,3546.000000,3001.333333,5604.666667,5653.000000,5813.666667,5776.666667,4957.333333,3379.666667,5471.333333,5659.666667,5794.000000,5716.333333,5850.333333,5198.666667,3536.333333,5594.666667,5605.000000,5788.000000,5808.666667,5838.333333,5069.333333,3578.333333,5661.333333,5705.000000,5572.666667,5429.666667,5922.000000,5236.333333,3597.666667,5587.333333,
519,327.666667,281.333333,983.666667,1051.333333,1104.666667,993.333333,693.333333,361.666667,1043.000000,1071.666667,1074.000000,656.000000,nan,nan,351.000000,991.333333,1020.000000,967.333333,1007.333333,975.666667,590.333333,340.666667,906.333333,1035.000000,1007.333333,987.333333,1014.666667,624.333333,381.333333,977.666667,
520,2665.333333,2162.000000,3232.000000,3220.333333,3386.666667,3347.333333,3382.000000,2462.333333,3212.666667,3265.000000,3306.000000,3304.666667,3394.000000,3245.333333,2421.000000,3180.000000,3145.333333,3260.666667,2744.333333,3413.333333,3415.000000,2469.333333,3150.000000,3215.666667,3241.666667,3390.333333,3373.000000,3472.333333,2450.000000,3290.666667,
521,2531.000000,2199.000000,5029.333333,4823.666667,4959.666667,4967.000000,3262.000000,2717.000000,4882.333333,5188.666667,5040.000000,5075.000000,4881.000000,3845.000000,2558.333333,4863.000000,4918.666667,4803.333333,4944.000000,5019.666667,4122.333333,2764.666667,4566.333333,4961.666667,4444.666667,4820.666667,5144.333333,3955.333333,2855.000000,4505.666667,
522,269.000000,265.666667,753.000000,862.000000,872.666667,877.000000,667.333333,346.666667,892.333333,910.333333,926.333333,856.666667,896.000000,647.666667,317.666667,883.333333,885.333333,903.333333,870.333333,869.666667,660.666667,406.666667,871.666667,895.666667,903.000000,887.000000,909.333333,673.000000,311.666667,890.666667,
523,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,
524,142.000000,124.666667,377.333333,360.333333,370.666667,357.333333,193.000000,136.000000,306.666667,351.000000,327.000000,324.000000,318.333333,220.333333,135.666667,307.000000,337.666667,324.666667,316.666667,284.666667,196.000000,137.333333,323.666667,357.333333,354.000000,329.000000,311.000000,197.666667,150.333333,328.666667,
525,789.333333,660.666667,1269.000000,1103.000000,1224.000000,1249.000000,1286.666667,785.000000,1543.666667,1430.666667,1349.666667,1219.333333,1388.000000,1294.666667,777.000000,1335.666667,1270.000000,1451.666667,1282.000000,1592.666667,1282.666667,798.000000,1348.666667,1322.333333,1271.666667,1340.333333,1324.000000,1307.000000,814.000000,1252.000000,
526,195.333333,122.666667,293.666667,350.000000,329.333333,344.666667,290.666667,169.000000,280.000000,297.666667,304.000000,313.666667,341.333333,313.666667,166.000000,305.333333,293.000000,321.333333,311.333333,341.000000,302.333333,173.000000,295.666667,307.000000,329.666667,315.666667,356.333333,319.000000,170.333333,291.666667,
527,268.666667,174.333333,397.333333,471.333333,465.666667,482.333333,406.666667,222.000000,388.666667,402.666667,427.666667,445.333333,485.333333,455.333333,210.000000,403.333333,405.666667,443.000000,432.666667,478.000000,429.000000,253.000000,412.000000,420.666667,446.666667,454.000000,510.000000,467.666667,237.666667,401.333333,
528,307.666667,192.666667,437.666667,498.000000,494.666667,507.333333,451.666667,247.000000,403.000000,420.333333,444.000000,468.000000,511.666667,512.000000,230.333333,427.000000,419.000000,462.666667,472.000000,500.666667,467.666667,281.000000,440.000000,450.000000,469.000000,467.000000,534.000000,509.333333,260.666667,430.333333,
529,304.666667,188.000000,429.666667,482.666667,473.666667,507.333333,451.000000,248.666667,403.333333,427.000000,450.333333,465.333333,510.666667,510.000000,226.666667,427.000000,416.666667,466.000000,469.666667,506.666667,468.000000,284.000000,441.000000,432.000000,483.333333,467.000000,530.000000,520.000000,261.666667,429.666667,
530,309.666667,187.666667,415.000000,458.666667,475.333333,498.000000,451.666667,244.666667,399.000000,420.333333,442.333333,463.666667,513.000000,517.666667,236.333333,423.666667,419.000000,463.000000,462.000000,512.000000,471.333333,278.000000,437.000000,428.666667,475.333333,474.666667,535.666667,532.666667,270.666667,429.000000,
531,303.333333,187.666667,416.000000,462.666667,483.666667,516.666667,443.666667,253.333333,401.000000,425.666667,411.000000,457.333333,507.000000,507.666667,229.666667,425.000000,419.000000,462.000000,463.666667,511.666667,464.000000,272.000000,437.666667,428.000000,472.333333,476.000000,541.666667,522.666667,262.000000,426.000000,
532,346.333333,210.000000,445.333333,495.000000,550.333333,577.666667,493.666667,283.000000,423.000000,457.000000,503.000000,532.000000,596.333333,565.000000,285.333333,416.000000,459.000000,511.666667,534.000000,608.000000,566.666667,295.333333,347.666667,443.333333,522.666667,542.666667,616.333333,613.000000,346.333333,210.000000,
533,350.333333,220.000000,437.333333,475.000000,524.000000,559.333333,493.333333,301.000000,412.333333,433.333333,467.333333,497.333333,534.666667,559.333333,281.000000,456.333333,436.000000,494.000000,504.000000,535.000000,530.333333,322.000000,464.333333,437.333333,544.333333,511.666667,575.333333,589.666667,309.666667,466.666667,
534,283.333333,435.333333,441.333333,482.666667,518.666667,557.666667,495.333333,283.333333,409.333333,450.000000,482.666667,521.333333,577.666667,566.333333,276.333333,451.000000,438.333333,534.000000,489.333333,526.666667,532.333333,317.000000,455.333333,438.000000,559.000000,507.333333,565.666667,590.666667,304.333333,458.666667,
535,3261.000000,2813.666667,6169.333333,6491.000000,6516.666667,6306.666667,4820.666667,3174.333333,6336.333333,6158.333333,5569.666667,5624.333333,5459.666667,4877.000000,3264.333333,6334.666667,6601.666667,6469.666667,6689.333333,6620.000000,5027.000000,3421.000000,6351.333333,6392.333333,6384.000000,6787.333333,6383.000000,4901.000000,3267.333333,6392.000000,
536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
537,350.333333,218.666667,406.666667,472.000000,515.666667,554.666667,496.666667,294.333333,413.666667,449.666667,469.666667,517.333333,578.000000,562.666667,276.666667,459.000000,435.666667,492.666667,453.666667,530.333333,527.000000,319.000000,453.333333,434.000000,555.666667,517.000000,567.000000,589.000000,305.000000,461.333333,
538,3097.666667,2727.666667,5302.666667,5705.333333,5715.000000,5616.333333,4313.333333,3008.666667,5488.000000,5515.666667,5271.333333,5576.000000,5547.000000,4787.333333,3186.666667,6309.333333,6380.333333,6526.000000,6187.666667,6340.000000,4635.333333,3234.666667,6186.333333,6331.000000,6171.666667,6575.666667,6314.666667,4834.666667,3193.666667,6356.666667,
539,349.666667,215.666667,417.000000,463.000000,498.666667,549.000000,491.666667,259.666667,404.000000,413.333333,460.000000,502.000000,568.333333,558.333333,275.000000,446.666667,433.333333,476.666667,439.333333,523.000000,519.333333,309.333333,450.333333,438.666667,543.000000,503.000000,558.333333,585.666667,303.333333,460.333333,
540,3362.666667,2868.666667,6149.333333,6422.333333,6466.666667,6391.666667,4815.666667,3234.333333,6146.000000,6402.666667,6531.333333,6346.666667,6276.666667,4840.666667,3261.000000,6327.000000,6437.000000,6561.000000,6284.666667,6385.666667,4773.333333,3308.000000,6234.666667,6336.666667,6297.666667,6630.333333,6344.333333,4951.333333,3308.000000,6340.666667,
541,90.000000,113.666667,227.666667,227.000000,309.666667,376.666667,247.000000,145.333333,384.000000,405.666667,400.000000,184.000000,nan,228.000000,150.666667,352.333333,388.000000,384.333333,370.333333,388.666667,228.333333,129.666667,326.666667,390.666667,409.333333,409.000000,398.000000,243.666667,152.666667,373.666667,
542,346.666667,208.000000,365.666667,402.666667,448.666667,490.666667,480.000000,266.000000,367.000000,367.000000,410.000000,450.333333,503.666667,549.666667,269.000000,387.666667,371.333333,423.000000,397.333333,469.000000,511.000000,311.666667,395.333333,420.000000,492.000000,436.333333,500.333333,581.000000,305.666667,408.000000,
543,3315.666667,2767.333333,6014.666667,6219.666667,6334.666667,6190.666667,4712.666667,3193.000000,5985.666667,6230.333333,6282.666667,6177.666667,6073.000000,4699.000000,3147.666667,6138.666667,6274.666667,6370.666667,6074.333333,6092.000000,4607.333333,3263.333333,6052.000000,6227.666667,6198.333333,6396.666667,6043.666667,4761.000000,3265.000000,6169.000000,
544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
545,368.000000,891.666667,882.666667,994.666667,444.000000,480.666667,477.333333,413.333333,891.666667,882.666667,994.666667,444.000000,480.666667,609.000000,394.666667,891.666667,882.666667,994.666667,444.000000,480.666667,609.000000,394.666667,891.666667,882.666667,994.666667,444.000000,480.666667,609.000000,394.666667,891.666667,
546,3388.000000,2808.666667,5338.666667,5860.000000,5851.666667,5847.000000,4589.333333,3031.000000,5644.000000,6075.000000,5902.333333,5861.666667,6056.333333,4659.666667,3127.333333,5999.333333,5866.000000,6207.000000,5912.333333,5918.000000,4680.666667,3242.000000,5535.000000,5866.666667,6107.000000,6160.666667,5715.000000,4670.666667,3275.666667,6000.000000,
547,283.333333,204.666667,353.666667,402.333333,434.000000,487.333333,512.333333,293.333333,353.333333,342.333333,390.000000,455.666667,456.000000,526.333333,263.000000,335.333333,365.000000,411.333333,381.000000,455.666667,494.666667,304.666667,393.333333,350.666667,408.000000,381.666667,455.666667,514.000000,286.666667,342.333333,
548,2669.666667,2216.333333,4581.333333,4719.333333,4835.000000,4759.000000,3719.000000,2571.333333,4559.666667,4784.666667,4788.000000,3992.000000,3653.666667,3823.333333,2614.333333,4684.000000,4788.666667,4855.666667,4700.000000,4732.333333,3720.666667,2673.333333,4677.333333,3603.333333,3560.666667,3494.000000,3494.333333,2872.333333,2091.333333,3472.666667,
549,392.666667,230.666667,383.000000,400.000000,467.000000,515.333333,506.000000,291.333333,390.000000,350.666667,423.666667,472.000000,558.333333,610.666667,297.000000,403.000000,405.000000,437.666667,462.666667,565.333333,610.666667,333.000000,421.000000,454.666667,589.000000,466.333333,573.000000,656.333333,323.333333,431.000000,
550,3962.666667,3211.000000,5824.333333,5895.000000,6117.333333,6012.666667,5128.666667,3630.000000,5790.666667,5937.000000,6093.000000,5802.000000,5977.000000,5381.666667,3755.666667,5872.666667,5877.333333,6068.333333,5962.000000,5982.666667,5208.666667,3734.000000,5897.333333,5966.666667,5658.666667,5879.000000,5963.333333,5405.666667,3784.000000,5989.333333,
551,409.000000,243.666667,379.333333,393.000000,450.333333,564.333333,551.333333,307.000000,406.333333,368.666667,422.000000,473.666667,594.333333,633.000000,312.333333,398.333333,405.666667,425.333333,431.333333,526.000000,602.000000,348.000000,414.333333,417.000000,491.666667,550.666667,561.333333,691.000000,356.333333,445.666667,
552,3804.000000,3184.666667,5669.000000,5730.333333,5974.333333,5561.666667,5006.333333,3526.000000,5682.000000,5880.333333,5930.333333,5769.666667,5851.333333,5277.000000,3686.000000,5735.333333,5794.000000,5956.000000,5538.000000,5825.666667,4795.333333,3557.666667,5787.666667,5810.666667,5625.000000,5730.333333,5886.000000,4900.333333,3582.666667,5847.333333,
553,405.333333,238.333333,375.000000,404.000000,445.333333,584.000000,521.666667,308.666667,395.333333,352.333333,419.333333,466.333333,589.666667,641.333333,310.000000,392.666667,397.000000,421.333333,429.333333,515.000000,601.333333,346.333333,397.333333,411.666667,499.333333,562.000000,563.666667,694.666667,358.333333,417.666667,
554,444.666667,239.000000,721.666667,731.000000,773.000000,572.666667,367.000000,343.666667,760.333333,781.000000,723.000000,291.000000,nan,390.333333,365.666667,695.666667,718.666667,747.000000,750.333333,561.333333,343.000000,370.000000,695.666667,737.000000,651.000000,739.333333,546.000000,328.666667,371.333333,521.333333,
555,296.666667,362.666667,882.666667,994.666667,364.666667,480.333333,517.333333,234.666667,301.666667,882.666667,994.666667,364.666667,480.333333,480.333333,232.666667,335.333333,882.666667,994.666667,364.666667,351.333333,508.333333,243.333333,335.333333,882.666667,994.666667,364.666667,375.000000,587.333333,252.333333,301.666667,
556,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,
557,210.666667,164.000000,807.000000,795.333333,767.666667,772.000000,363.666667,203.666667,875.333333,696.666667,792.000000,765.000000,771.666667,341.333333,206.666667,759.666667,768.666667,756.333333,810.666667,721.333333,386.000000,212.666667,809.333333,808.333333,811.000000,763.666667,750.666667,354.333333,205.000000,772.333333,
558,288.333333,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,288.333333,891.666667,1141.333333,1165.666667,1111.333333,881.666667,507.666667,288.333333,891.666667,1141.333333,1162.333333,1211.666667,1076.000000,537.666667,310.000000,891.666667,1141.333333,1167.000000,1154.000000,1076.000000,498.666667,302.000000,891.666667,
559,357.333333,302.000000,1337.666667,1352.000000,1323.666667,1352.666667,667.000000,386.666667,1345.333333,1326.666667,1327.333333,1252.666667,1390.333333,647.333333,360.666667,1330.000000,1317.000000,1342.333333,1354.000000,1225.333333,663.666667,393.333333,1345.333333,1363.000000,1355.000000,1328.666667,1275.000000,639.666667,358.000000,1303.666667,
560,1010.000000,883.000000,1823.000000,1723.000000,1713.666667,1766.333333,1529.000000,1054.000000,1592.333333,1631.666667,1756.333333,1710.333333,1815.666667,1503.333333,1038.666667,1631.666667,1703.666667,1756.333333,1690.000000,1795.333333,1525.666667,1067.333333,1727.000000,1742.000000,1723.000000,1733.333333,1806.333333,1543.000000,1048.333333,1563.666667,
561,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,
562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
563,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1229.333333,1205.333333,652.000000,364.333333,1237.666667,
564,2895.333333,2674.000000,4117.333333,3986.000000,3558.666667,4353.666667,4512.666667,2320.000000,3536.666667,3501.333333,4121.333333,3788.000000,4043.666667,4531.000000,3059.000000,3625.333333,5031.333333,5212.666667,5047.333333,5738.666667,5132.333333,3437.666667,4996.333333,4892.666667,4942.666667,4923.333333,5573.000000,5256.000000,3468.000000,5064.666667,
565,250.666667,185.666667,385.666667,476.666667,467.666667,522.666667,364.333333,nan,483.666667,505.000000,491.000000,452.000000,499.000000,437.666667,277.000000,430.333333,531.333333,497.666667,539.000000,552.666667,402.666667,268.666667,479.000000,478.333333,484.000000,441.333333,555.666667,403.666667,269.333333,472.000000,
566,355.000000,317.333333,1246.333333,1232.000000,1200.000000,1241.333333,666.666667,367.666667,1202.333333,1200.000000,1182.666667,1069.000000,1249.333333,637.333333,354.333333,1217.666667,1190.666667,1220.666667,1194.333333,1096.333333,669.666667,392.666667,1218.666667,1200.000000,1180.000000,1217.000000,1147.333333,650.666667,358.333333,1177.666667,
567,3094.666667,2840.000000,4501.333333,4513.000000,4025.333333,4935.333333,4973.333333,3201.666667,4073.666667,4079.333333,4609.000000,4229.333333,4654.333333,4855.666667,4075.666667,4241.000000,4553.666667,4756.333333,4583.333333,5444.666667,5020.000000,3385.666667,4603.666667,4402.333333,4418.000000,4367.000000,5192.666667,5059.333333,3321.333333,4581.333333,
568,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,
569,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
570,823.000000,746.333333,1196.666667,1231.333333,1098.000000,1314.666667,1426.666667,893.000000,1115.666667,1149.000000,1263.333333,1224.000000,1488.666667,1417.333333,893.333333,1210.333333,1267.666667,1280.333333,1265.666667,1562.666667,1473.333333,937.000000,1204.333333,1202.333333,1215.000000,1253.000000,1494.666667,1480.000000,900.000000,1264.666667,
571,2581.000000,2349.666667,4056.333333,4066.333333,3629.333333,4481.666667,4103.000000,2791.333333,3716.666667,3770.333333,4061.000000,4296.666667,4826.666667,4068.333333,2705.666667,3950.000000,4076.000000,4232.333333,4128.666667,4734.000000,4129.000000,2827.000000,4133.666667,4012.000000,3989.666667,3823.000000,4707.000000,4063.333333,2725.666667,4046.000000,
572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
573,280.666667,891.666667,0.000000,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,507.666667,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,509.000000,280.666667,891.666667,882.666667,994.666667,1001.666667,881.666667,509.000000,280.666667,891.666667,
574,367.000000,340.000000,1379.000000,1367.666667,1310.666667,1329.333333,659.000000,380.000000,1388.333333,1293.000000,1251.000000,1361.333333,1272.666667,665.666667,361.333333,1366.666667,1274.666667,1235.666667,1249.333333,1124.333333,679.666667,417.000000,1232.333333,1285.333333,1298.000000,1235.666667,1103.333333,631.333333,360.666667,1242.666667,
575,269.000000,252.333333,1379.333333,1351.000000,1300.000000,1281.000000,506.333333,279.000000,1373.666667,1262.666667,1219.333333,1364.666667,1216.333333,512.333333,271.666667,1319.000000,1246.000000,1189.666667,1210.666667,1042.333333,535.666667,307.000000,1196.333333,1253.000000,1267.666667,1168.666667,1012.000000,487.000000,256.000000,1204.333333,
